student_id,course_id,semester,semester_num,grade_letter,grade_point
3,185,Fall 2020,1,A,4.0
3,69,Fall 2020,1,A,4.0
3,132,Fall 2020,1,A,4.0
3,3,Fall 2020,1,A,4.0
3,36,Spring 2020,2,A,4.0
3,40,Spring 2020,2,A,4.0
3,37,Spring 2020,2,A,4.0
3,41,Spring 2020,2,A,4.0
3,50,Fall 2021,3,A,4.0
3,49,Fall 2021,3,A,4.0
3,54,Fall 2021,3,A,4.0
3,47,Fall 2021,3,A,4.0
3,51,Spring 2021,4,A,4.0
3,58,Spring 2021,4,A,4.0
3,57,Spring 2021,4,A-,3.7
3,54,Spring 2021,4,A,4.0
3,48,Spring 2021,4,A,4.0
3,47,Spring 2021,4,A,4.0
3,55,Fall 2022,5,A,4.0
3,64,Fall 2022,5,A,4.0
3,49,Fall 2022,5,A-,3.7
3,59,Fall 2022,5,A,4.0
3,60,Spring 2022,6,A,4.0
3,53,Spring 2022,6,A,4.0
3,52,Spring 2022,6,A,4.0
3,59,Spring 2022,6,A,4.0
3,30,Fall 2023,7,A,4.0
3,176,Fall 2023,7,A,4.0
3,170,Fall 2023,7,A,4.0
3,242,Fall 2023,7,A-,3.7
3,120,Fall 2023,7,A,4.0
3,236,Fall 2023,7,A,4.0
3,54,Spring 2023,8,A-,3.7
3,60,Spring 2023,8,A,4.0
3,57,Spring 2023,8,A,4.0
3,62,Spring 2023,8,A-,3.7
3,53,Spring 2023,8,A,4.0
4,7,Fall 2020,1,A-,3.7
4,1,Fall 2020,1,B+,3.3
4,45,Fall 2020,1,C+,2.3
4,68,Fall 2020,1,A-,3.7
4,80,Fall 2020,1,A,4.0
4,97,Spring 2020,2,A-,3.7
4,39,Spring 2020,2,B,3.0
4,104,Spring 2020,2,B+,3.3
4,219,Spring 2020,2,A,4.0
4,16,Spring 2020,2,B+,3.3
4,73,Spring 2020,2,A-,3.7
4,8,Fall 2021,3,A-,3.7
4,12,Fall 2021,3,B+,3.3
4,76,Fall 2021,3,A-,3.7
4,202,Fall 2021,3,B+,3.3
4,142,Fall 2021,3,A-,3.7
4,82,Spring 2021,4,A,4.0
4,74,Spring 2021,4,A,4.0
4,79,Spring 2021,4,A,4.0
4,83,Spring 2021,4,B+,3.3
4,75,Spring 2021,4,A-,3.7
4,86,Spring 2021,4,B+,3.3
4,85,Fall 2022,5,A,4.0
4,83,Fall 2022,5,A,4.0
4,93,Fall 2022,5,A-,3.7
4,84,Fall 2022,5,A,4.0
4,83,Spring 2022,6,A-,3.7
4,91,Spring 2022,6,A-,3.7
4,90,Spring 2022,6,A,4.0
4,87,Spring 2022,6,A-,3.7
4,85,Spring 2022,6,A-,3.7
4,94,Fall 2023,7,A-,3.7
4,85,Fall 2023,7,A-,3.7
4,91,Fall 2023,7,A,4.0
4,83,Fall 2023,7,B+,3.3
4,88,Fall 2023,7,A-,3.7
4,90,Fall 2023,7,B+,3.3
4,241,Spring 2023,8,A-,3.7
4,120,Spring 2023,8,A-,3.7
4,24,Spring 2023,8,B+,3.3
4,233,Spring 2023,8,A-,3.7
4,64,Spring 2023,8,A-,3.7
4,20,Spring 2023,8,A-,3.7
5,153,Fall 2020,1,A-,3.7
5,159,Fall 2020,1,B+,3.3
5,155,Fall 2020,1,B,3.0
5,160,Fall 2020,1,B,3.0
5,46,Spring 2020,2,B,3.0
5,14,Spring 2020,2,B-,2.7
5,154,Spring 2020,2,A,4.0
5,162,Spring 2020,2,B,3.0
5,6,Spring 2020,2,B+,3.3
5,136,Spring 2020,2,B-,2.7
5,16,Fall 2021,3,B-,2.7
5,234,Fall 2021,3,B,3.0
5,201,Fall 2021,3,B+,3.3
5,202,Fall 2021,3,B,3.0
5,158,Spring 2021,4,B,3.0
5,168,Spring 2021,4,A-,3.7
5,169,Spring 2021,4,B,3.0
5,162,Spring 2021,4,A-,3.7
5,176,Fall 2022,5,B+,3.3
5,163,Fall 2022,5,B+,3.3
5,177,Fall 2022,5,A-,3.7
5,175,Fall 2022,5,B+,3.3
5,202,Spring 2022,6,B+,3.3
5,151,Spring 2022,6,B-,2.7
5,147,Spring 2022,6,B,3.0
5,116,Spring 2022,6,B+,3.3
5,140,Spring 2022,6,B,3.0
5,207,Spring 2022,6,B+,3.3
5,168,Fall 2023,7,B+,3.3
5,165,Fall 2023,7,A-,3.7
5,169,Fall 2023,7,A-,3.7
5,167,Fall 2023,7,A-,3.7
5,166,Fall 2023,7,B+,3.3
5,164,Fall 2023,7,B+,3.3
5,119,Spring 2023,8,B+,3.3
5,126,Spring 2023,8,B-,2.7
5,213,Spring 2023,8,B-,2.7
5,148,Spring 2023,8,B,3.0
5,21,Spring 2023,8,B-,2.7
5,141,Spring 2023,8,B-,2.7
6,161,Fall 2022,1,A-,3.7
6,154,Fall 2022,1,B+,3.3
6,153,Fall 2022,1,A-,3.7
6,160,Fall 2022,1,A,4.0
6,156,Fall 2022,1,A-,3.7
6,157,Fall 2022,1,A-,3.7
6,139,Spring 2022,2,B+,3.3
6,130,Spring 2022,2,B,3.0
6,136,Spring 2022,2,C+,2.3
6,82,Spring 2022,2,A-,3.7
6,166,Fall 2023,3,A-,3.7
6,162,Fall 2023,3,A-,3.7
6,165,Fall 2023,3,B+,3.3
6,168,Fall 2023,3,A-,3.7
6,49,Spring 2023,4,B,3.0
6,25,Spring 2023,4,B+,3.3
6,223,Spring 2023,4,B,3.0
6,139,Spring 2023,4,B+,3.3
6,18,Spring 2023,4,A-,3.7
6,164,Spring 2023,4,B,3.0
6,176,Fall 2024,5,A-,3.7
6,175,Fall 2024,5,B,3.0
6,163,Fall 2024,5,B,3.0
6,168,Fall 2024,5,B,3.0
6,174,Fall 2024,5,B+,3.3
6,173,Spring 2024,6,B,3.0
6,163,Spring 2024,6,B+,3.3
6,171,Spring 2024,6,A-,3.7
6,174,Spring 2024,6,B+,3.3
6,177,Spring 2024,6,B,3.0
6,167,Spring 2024,6,B+,3.3
6,27,Fall 2025,7,B,3.0
6,140,Fall 2025,7,B-,2.7
6,241,Fall 2025,7,B,3.0
6,230,Fall 2025,7,B,3.0
6,196,Fall 2025,7,B+,3.3
6,236,Fall 2025,7,A-,3.7
6,208,Spring 2025,8,B,3.0
6,115,Spring 2025,8,B,3.0
6,126,Spring 2025,8,B,3.0
6,230,Spring 2025,8,B,3.0
7,36,Fall 2020,1,C+,2.3
7,162,Fall 2020,1,C,2.0
7,95,Fall 2020,1,B-,2.7
7,100,Fall 2020,1,C+,2.3
7,38,Fall 2020,1,C,2.0
7,131,Spring 2020,2,B,3.0
7,139,Spring 2020,2,B-,2.7
7,137,Spring 2020,2,C,2.0
7,133,Spring 2020,2,B,3.0
7,142,Fall 2021,3,B-,2.7
7,135,Fall 2021,3,B-,2.7
7,139,Fall 2021,3,C+,2.3
7,136,Fall 2021,3,C+,2.3
7,143,Fall 2021,3,C-,1.7
7,144,Fall 2021,3,C,2.0
7,136,Spring 2021,4,C+,2.3
7,144,Spring 2021,4,C,2.0
7,146,Spring 2021,4,B-,2.7
7,140,Spring 2021,4,C+,2.3
7,142,Spring 2021,4,C+,2.3
7,143,Fall 2022,5,C,2.0
7,147,Fall 2022,5,C+,2.3
7,140,Fall 2022,5,C+,2.3
7,146,Fall 2022,5,C,2.0
7,144,Fall 2022,5,C-,1.7
7,148,Fall 2022,5,D,1.0
7,152,Spring 2022,6,C+,2.3
7,142,Spring 2022,6,B-,2.7
7,146,Spring 2022,6,B,3.0
7,147,Spring 2022,6,C+,2.3
7,150,Spring 2022,6,B-,2.7
7,147,Fall 2023,7,C,2.0
7,145,Fall 2023,7,C+,2.3
7,148,Fall 2023,7,C+,2.3
7,146,Fall 2023,7,C+,2.3
7,143,Fall 2023,7,C+,2.3
7,144,Fall 2023,7,C+,2.3
7,23,Spring 2023,8,C-,1.7
7,94,Spring 2023,8,C+,2.3
7,240,Spring 2023,8,B-,2.7
7,122,Spring 2023,8,C-,1.7
7,203,Spring 2023,8,C+,2.3
7,31,Spring 2023,8,C-,1.7
8,133,Fall 2021,1,A,4.0
8,137,Fall 2021,1,A,4.0
8,131,Fall 2021,1,A,4.0
8,130,Fall 2021,1,A,4.0
8,136,Fall 2021,1,A,4.0
8,135,Fall 2021,1,A,4.0
8,190,Spring 2021,2,A,4.0
8,113,Spring 2021,2,A,4.0
8,70,Spring 2021,2,A-,3.7
8,16,Spring 2021,2,A,4.0
8,72,Spring 2021,2,A-,3.7
8,221,Spring 2021,2,A,4.0
8,115,Fall 2022,3,A-,3.7
8,159,Fall 2022,3,A-,3.7
8,76,Fall 2022,3,A-,3.7
8,204,Fall 2022,3,A,4.0
8,8,Fall 2022,3,A,4.0
8,169,Fall 2022,3,A-,3.7
8,135,Spring 2022,4,A,4.0
8,147,Spring 2022,4,A-,3.7
8,136,Spring 2022,4,A,4.0
8,142,Spring 2022,4,A-,3.7
8,142,Fall 2023,5,A,4.0
8,143,Fall 2023,5,A,4.0
8,151,Fall 2023,5,A-,3.7
8,149,Fall 2023,5,A,4.0
8,200,Spring 2023,6,B+,3.3
8,196,Spring 2023,6,A-,3.7
8,233,Spring 2023,6,A,4.0
8,90,Spring 2023,6,A,4.0
8,146,Fall 2024,7,A,4.0
8,152,Fall 2024,7,A,4.0
8,140,Fall 2024,7,A,4.0
8,145,Fall 2024,7,A,4.0
8,141,Fall 2024,7,A,4.0
8,150,Spring 2024,8,A-,3.7
8,144,Spring 2024,8,A,4.0
8,141,Spring 2024,8,A,4.0
8,149,Spring 2024,8,A,4.0
9,3,Fall 2020,1,A-,3.7
9,6,Fall 2020,1,B-,2.7
9,12,Fall 2020,1,B+,3.3
9,2,Fall 2020,1,A-,3.7
9,13,Fall 2020,1,B+,3.3
9,14,Spring 2020,2,B+,3.3
9,1,Spring 2020,2,B+,3.3
9,11,Spring 2020,2,B+,3.3
9,8,Spring 2020,2,B-,2.7
9,16,Fall 2021,3,A-,3.7
9,18,Fall 2021,3,B+,3.3
9,24,Fall 2021,3,B+,3.3
9,25,Fall 2021,3,B-,2.7
9,19,Fall 2021,3,B+,3.3
9,9,Fall 2021,3,B-,2.7
9,26,Spring 2021,4,B+,3.3
9,17,Spring 2021,4,B+,3.3
9,19,Spring 2021,4,B+,3.3
9,25,Spring 2021,4,B,3.0
9,19,Fall 2022,5,B,3.0
9,25,Fall 2022,5,B+,3.3
9,24,Fall 2022,5,B,3.0
9,31,Fall 2022,5,B-,2.7
9,28,Fall 2022,5,B,3.0
9,26,Spring 2022,6,B+,3.3
9,22,Spring 2022,6,B,3.0
9,27,Spring 2022,6,B,3.0
9,24,Spring 2022,6,A-,3.7
9,30,Spring 2022,6,B-,2.7
9,31,Spring 2022,6,A,4.0
9,18,Fall 2023,7,A,4.0
9,126,Fall 2023,7,B-,2.7
9,124,Fall 2023,7,B-,2.7
9,198,Fall 2023,7,B,3.0
9,172,Fall 2023,7,B,3.0
9,25,Spring 2023,8,C+,2.3
9,21,Spring 2023,8,B+,3.3
9,26,Spring 2023,8,B+,3.3
9,30,Spring 2023,8,B,3.0
9,18,Spring 2023,8,B,3.0
10,15,Fall 2020,1,A-,3.7
10,13,Fall 2020,1,B,3.0
10,3,Fall 2020,1,A,4.0
10,7,Fall 2020,1,A-,3.7
10,14,Fall 2020,1,A-,3.7
10,13,Spring 2020,2,B,3.0
10,14,Spring 2020,2,B+,3.3
10,1,Spring 2020,2,B+,3.3
10,12,Spring 2020,2,A,4.0
10,19,Fall 2021,3,A-,3.7
10,26,Fall 2021,3,B,3.0
10,23,Fall 2021,3,B+,3.3
10,18,Fall 2021,3,A,4.0
10,9,Fall 2021,3,A-,3.7
10,12,Spring 2021,4,A-,3.7
10,19,Spring 2021,4,B+,3.3
10,21,Spring 2021,4,B-,2.7
10,9,Spring 2021,4,A-,3.7
10,16,Spring 2021,4,A,4.0
10,20,Spring 2021,4,B+,3.3
10,18,Fall 2022,5,A,4.0
10,29,Fall 2022,5,B+,3.3
10,24,Fall 2022,5,B+,3.3
10,21,Fall 2022,5,B,3.0
10,18,Spring 2022,6,B+,3.3
10,24,Spring 2022,6,A,4.0
10,30,Spring 2022,6,B-,2.7
10,20,Spring 2022,6,A-,3.7
10,25,Spring 2022,6,A-,3.7
10,29,Spring 2022,6,B+,3.3
10,175,Fall 2023,7,B,3.0
10,60,Fall 2023,7,B,3.0
10,21,Fall 2023,7,B+,3.3
10,50,Fall 2023,7,B,3.0
10,202,Fall 2023,7,B+,3.3
10,19,Spring 2023,8,A-,3.7
10,21,Spring 2023,8,A,4.0
10,28,Spring 2023,8,B+,3.3
10,25,Spring 2023,8,B,3.0
10,29,Spring 2023,8,A-,3.7
10,20,Spring 2023,8,A-,3.7
11,228,Fall 2022,1,B-,2.7
11,129,Fall 2022,1,B+,3.3
11,221,Fall 2022,1,B-,2.7
11,226,Fall 2022,1,B+,3.3
11,222,Fall 2022,1,B,3.0
11,80,Fall 2022,1,B+,3.3
11,72,Spring 2022,2,B,3.0
11,82,Spring 2022,2,A-,3.7
11,67,Spring 2022,2,B,3.0
11,73,Spring 2022,2,B+,3.3
11,79,Spring 2022,2,B,3.0
11,78,Spring 2022,2,B+,3.3
11,77,Fall 2023,3,B+,3.3
11,84,Fall 2023,3,B-,2.7
11,74,Fall 2023,3,B+,3.3
11,80,Fall 2023,3,B+,3.3
11,87,Fall 2023,3,B+,3.3
11,74,Spring 2023,4,A-,3.7
11,82,Spring 2023,4,B+,3.3
11,143,Spring 2023,4,B,3.0
11,76,Spring 2023,4,A-,3.7
11,207,Fall 2024,5,B+,3.3
11,55,Fall 2024,5,B-,2.7
11,151,Fall 2024,5,C+,2.3
11,212,Fall 2024,5,B-,2.7
11,167,Fall 2024,5,B-,2.7
11,165,Fall 2024,5,A-,3.7
11,86,Spring 2024,6,B,3.0
11,173,Spring 2024,6,B-,2.7
11,205,Spring 2024,6,B-,2.7
11,164,Spring 2024,6,B,3.0
11,92,Fall 2025,7,B,3.0
11,87,Fall 2025,7,B+,3.3
11,93,Fall 2025,7,B-,2.7
11,90,Fall 2025,7,B,3.0
11,88,Spring 2025,8,B-,2.7
11,86,Spring 2025,8,B+,3.3
11,84,Spring 2025,8,B+,3.3
11,87,Spring 2025,8,B+,3.3
11,94,Spring 2025,8,B+,3.3
11,92,Spring 2025,8,B+,3.3
12,130,Fall 2020,1,B,3.0
12,128,Fall 2020,1,B-,2.7
12,138,Fall 2020,1,B-,2.7
12,131,Fall 2020,1,B-,2.7
12,136,Fall 2020,1,C+,2.3
12,133,Fall 2020,1,B+,3.3
12,188,Spring 2020,2,B-,2.7
12,71,Spring 2020,2,C+,2.3
12,138,Spring 2020,2,B-,2.7
12,221,Spring 2020,2,B,3.0
12,138,Fall 2021,3,C+,2.3
12,146,Fall 2021,3,C+,2.3
12,147,Fall 2021,3,B-,2.7
12,136,Fall 2021,3,B+,3.3
12,134,Fall 2021,3,B-,2.7
12,142,Fall 2021,3,C+,2.3
12,146,Spring 2021,4,B-,2.7
12,137,Spring 2021,4,B-,2.7
12,135,Spring 2021,4,B,3.0
12,141,Spring 2021,4,B-,2.7
12,136,Spring 2021,4,B,3.0
12,144,Spring 2021,4,C+,2.3
12,146,Fall 2022,5,B+,3.3
12,149,Fall 2022,5,C,2.0
12,150,Fall 2022,5,C+,2.3
12,141,Fall 2022,5,B,3.0
12,148,Spring 2022,6,B-,2.7
12,151,Spring 2022,6,B-,2.7
12,147,Spring 2022,6,C+,2.3
12,142,Spring 2022,6,B-,2.7
12,144,Spring 2022,6,B,3.0
12,143,Fall 2023,7,C,2.0
12,145,Fall 2023,7,B,3.0
12,144,Fall 2023,7,B-,2.7
12,152,Fall 2023,7,B,3.0
12,148,Fall 2023,7,B-,2.7
12,141,Fall 2023,7,C+,2.3
12,152,Spring 2023,8,C+,2.3
12,150,Spring 2023,8,B-,2.7
12,144,Spring 2023,8,B,3.0
12,147,Spring 2023,8,C+,2.3
12,140,Spring 2023,8,B+,3.3
12,148,Spring 2023,8,C+,2.3
13,133,Fall 2020,1,A-,3.7
13,132,Fall 2020,1,A,4.0
13,96,Fall 2020,1,B+,3.3
13,34,Fall 2020,1,B+,3.3
13,155,Fall 2020,1,A,4.0
13,156,Fall 2020,1,A-,3.7
13,132,Spring 2020,2,A,4.0
13,134,Spring 2020,2,A,4.0
13,127,Spring 2020,2,A,4.0
13,135,Spring 2020,2,A,4.0
13,133,Spring 2020,2,A-,3.7
13,128,Spring 2020,2,A-,3.7
13,51,Fall 2021,3,A-,3.7
13,77,Fall 2021,3,B+,3.3
13,233,Fall 2021,3,B+,3.3
13,168,Fall 2021,3,B+,3.3
13,141,Spring 2021,4,A,4.0
13,138,Spring 2021,4,A,4.0
13,139,Spring 2021,4,A,4.0
13,136,Spring 2021,4,A,4.0
13,134,Spring 2021,4,A-,3.7
13,145,Spring 2021,4,A,4.0
13,140,Fall 2022,5,A,4.0
13,142,Fall 2022,5,A,4.0
13,148,Fall 2022,5,A,4.0
13,143,Fall 2022,5,A,4.0
13,148,Spring 2022,6,A-,3.7
13,151,Spring 2022,6,A-,3.7
13,152,Spring 2022,6,A,4.0
13,140,Spring 2022,6,A-,3.7
13,150,Spring 2022,6,A-,3.7
13,149,Spring 2022,6,B,3.0
13,140,Fall 2023,7,A-,3.7
13,141,Fall 2023,7,A-,3.7
13,55,Fall 2023,7,A-,3.7
13,235,Fall 2023,7,A-,3.7
13,152,Spring 2023,8,A,4.0
13,141,Spring 2023,8,A,4.0
13,143,Spring 2023,8,A-,3.7
13,147,Spring 2023,8,A,4.0
14,162,Fall 2022,1,B,3.0
14,160,Fall 2022,1,B+,3.3
14,157,Fall 2022,1,B,3.0
14,158,Fall 2022,1,A-,3.7
14,138,Spring 2022,2,B,3.0
14,108,Spring 2022,2,B+,3.3
14,105,Spring 2022,2,B-,2.7
14,13,Spring 2022,2,B,3.0
14,34,Spring 2022,2,B,3.0
14,166,Fall 2023,3,B+,3.3
14,169,Fall 2023,3,A-,3.7
14,161,Fall 2023,3,A-,3.7
14,160,Fall 2023,3,A-,3.7
14,162,Fall 2023,3,B+,3.3
14,161,Spring 2023,4,A-,3.7
14,158,Spring 2023,4,A-,3.7
14,171,Spring 2023,4,B+,3.3
14,166,Spring 2023,4,A-,3.7
14,169,Spring 2023,4,B,3.0
14,159,Spring 2023,4,A,4.0
14,140,Fall 2024,5,B,3.0
14,120,Fall 2024,5,A-,3.7
14,207,Fall 2024,5,B-,2.7
14,90,Fall 2024,5,B+,3.3
14,51,Fall 2024,5,B+,3.3
14,202,Fall 2024,5,B,3.0
14,163,Spring 2024,6,A-,3.7
14,164,Spring 2024,6,A-,3.7
14,174,Spring 2024,6,B,3.0
14,171,Spring 2024,6,B-,2.7
14,176,Spring 2024,6,B+,3.3
14,172,Spring 2024,6,A-,3.7
14,19,Fall 2025,7,B-,2.7
14,61,Fall 2025,7,A-,3.7
14,22,Fall 2025,7,B+,3.3
14,145,Fall 2025,7,B,3.0
14,55,Spring 2025,8,B+,3.3
14,56,Spring 2025,8,B+,3.3
14,204,Spring 2025,8,A-,3.7
14,202,Spring 2025,8,B+,3.3
14,18,Spring 2025,8,B+,3.3
15,160,Fall 2022,1,A-,3.7
15,162,Fall 2022,1,B-,2.7
15,154,Fall 2022,1,B+,3.3
15,157,Fall 2022,1,B-,2.7
15,155,Fall 2022,1,B+,3.3
15,159,Spring 2022,2,B+,3.3
15,162,Spring 2022,2,B+,3.3
15,154,Spring 2022,2,B-,2.7
15,158,Spring 2022,2,B+,3.3
15,156,Spring 2022,2,B+,3.3
15,161,Spring 2022,2,B+,3.3
15,166,Fall 2023,3,B+,3.3
15,158,Fall 2023,3,B+,3.3
15,162,Fall 2023,3,B,3.0
15,165,Fall 2023,3,B+,3.3
15,161,Fall 2023,3,B-,2.7
15,167,Fall 2023,3,B,3.0
15,168,Spring 2023,4,B,3.0
15,162,Spring 2023,4,B+,3.3
15,161,Spring 2023,4,C+,2.3
15,158,Spring 2023,4,B,3.0
15,175,Fall 2024,5,B-,2.7
15,177,Fall 2024,5,B+,3.3
15,176,Fall 2024,5,B,3.0
15,171,Fall 2024,5,B+,3.3
15,166,Fall 2024,5,B-,2.7
15,172,Spring 2024,6,A-,3.7
15,173,Spring 2024,6,B+,3.3
15,83,Spring 2024,6,B-,2.7
15,242,Spring 2024,6,B-,2.7
15,89,Spring 2024,6,C+,2.3
15,176,Fall 2025,7,B-,2.7
15,164,Fall 2025,7,B-,2.7
15,177,Fall 2025,7,C+,2.3
15,169,Fall 2025,7,B,3.0
15,167,Fall 2025,7,B-,2.7
15,165,Spring 2025,8,B+,3.3
15,169,Spring 2025,8,B-,2.7
15,170,Spring 2025,8,B-,2.7
15,164,Spring 2025,8,B,3.0
16,103,Fall 2020,1,B+,3.3
16,98,Fall 2020,1,A-,3.7
16,106,Fall 2020,1,B-,2.7
16,102,Fall 2020,1,B-,2.7
16,108,Fall 2020,1,B,3.0
16,114,Spring 2020,2,A-,3.7
16,107,Spring 2020,2,A-,3.7
16,112,Spring 2020,2,B-,2.7
16,99,Spring 2020,2,B,3.0
16,107,Fall 2021,3,B,3.0
16,108,Fall 2021,3,B+,3.3
16,117,Fall 2021,3,B-,2.7
16,106,Fall 2021,3,B,3.0
16,111,Fall 2021,3,A-,3.7
16,118,Fall 2021,3,B,3.0
16,57,Spring 2021,4,B,3.0
16,233,Spring 2021,4,B-,2.7
16,192,Spring 2021,4,B,3.0
16,12,Spring 2021,4,B+,3.3
16,44,Spring 2021,4,C+,2.3
16,115,Fall 2022,5,B-,2.7
16,123,Fall 2022,5,B,3.0
16,121,Fall 2022,5,B,3.0
16,124,Fall 2022,5,B,3.0
16,119,Fall 2022,5,B,3.0
16,120,Spring 2022,6,B-,2.7
16,118,Spring 2022,6,B,3.0
16,126,Spring 2022,6,B,3.0
16,116,Spring 2022,6,B+,3.3
16,115,Fall 2023,7,B+,3.3
16,119,Fall 2023,7,B,3.0
16,123,Fall 2023,7,B-,2.7
16,125,Fall 2023,7,A-,3.7
16,126,Fall 2023,7,B+,3.3
16,118,Fall 2023,7,B-,2.7
16,126,Spring 2023,8,B,3.0
16,122,Spring 2023,8,B-,2.7
16,115,Spring 2023,8,B+,3.3
16,121,Spring 2023,8,A-,3.7
17,158,Fall 2022,1,A-,3.7
17,193,Fall 2022,1,A-,3.7
17,108,Fall 2022,1,A-,3.7
17,76,Fall 2022,1,A-,3.7
17,42,Fall 2022,1,A-,3.7
17,192,Fall 2022,1,A-,3.7
17,101,Spring 2022,2,A,4.0
17,111,Spring 2022,2,A,4.0
17,100,Spring 2022,2,B+,3.3
17,97,Spring 2022,2,A,4.0
17,106,Fall 2023,3,A-,3.7
17,107,Fall 2023,3,A,4.0
17,115,Fall 2023,3,A,4.0
17,116,Fall 2023,3,A,4.0
17,117,Fall 2023,3,A-,3.7
17,112,Fall 2023,3,A,4.0
17,119,Spring 2023,4,A,4.0
17,111,Spring 2023,4,A-,3.7
17,230,Spring 2023,4,A-,3.7
17,201,Spring 2023,4,B+,3.3
17,197,Spring 2023,4,B+,3.3
17,120,Fall 2024,5,A,4.0
17,118,Fall 2024,5,A-,3.7
17,123,Fall 2024,5,B+,3.3
17,122,Fall 2024,5,A-,3.7
17,117,Fall 2024,5,A,4.0
17,115,Spring 2024,6,A,4.0
17,117,Spring 2024,6,A-,3.7
17,118,Spring 2024,6,B+,3.3
17,120,Spring 2024,6,A-,3.7
17,117,Fall 2025,7,A,4.0
17,118,Fall 2025,7,A-,3.7
17,120,Fall 2025,7,A-,3.7
17,116,Fall 2025,7,A,4.0
17,123,Fall 2025,7,A,4.0
17,125,Fall 2025,7,A-,3.7
17,124,Spring 2025,8,A-,3.7
17,123,Spring 2025,8,A,4.0
17,119,Spring 2025,8,A-,3.7
17,121,Spring 2025,8,A,4.0
18,35,Fall 2020,1,B-,2.7
18,33,Fall 2020,1,C+,2.3
18,38,Fall 2020,1,B-,2.7
18,46,Fall 2020,1,B-,2.7
18,98,Spring 2020,2,C+,2.3
18,160,Spring 2020,2,B-,2.7
18,106,Spring 2020,2,C-,1.7
18,3,Spring 2020,2,C+,2.3
18,13,Spring 2020,2,C+,2.3
18,186,Spring 2020,2,C-,1.7
18,42,Fall 2021,3,C+,2.3
18,45,Fall 2021,3,C+,2.3
18,50,Fall 2021,3,C,2.0
18,48,Fall 2021,3,B-,2.7
18,56,Spring 2021,4,B,3.0
18,53,Spring 2021,4,C+,2.3
18,50,Spring 2021,4,C+,2.3
18,52,Spring 2021,4,C-,1.7
18,58,Fall 2022,5,C,2.0
18,62,Fall 2022,5,C-,1.7
18,50,Fall 2022,5,C+,2.3
18,53,Fall 2022,5,C+,2.3
18,55,Fall 2022,5,C+,2.3
18,51,Fall 2022,5,C,2.0
18,50,Spring 2022,6,C,2.0
18,63,Spring 2022,6,C+,2.3
18,57,Spring 2022,6,C+,2.3
